,keywords
732,"{'harriers': 0.681, 'ac': 0.544, 'essex': 0.191, 'holmes': 0.186, 'jones': 0.102}"
733,"{'friends': 0.474, 'sex': 0.275, 'comeback': 0.264, 'city': 0.2, 'drew': 0.195}"
734,"{'dechy': 0.5, 'kuznetsova': 0.305, 'belgian': 0.283, 'doping': 0.248, 'victims': 0.223}"
735,"{'swiss': 0.341, 'sales': 0.326, 'water': 0.251, 'ice': 0.2, 'margins': 0.191}"
736,"{'sullivan': 0.548, 'ireland': 0.291, 'season': 0.274, 'players': 0.159, 'triple': 0.139}"
737,"{'nbc': 0.358, 'universal': 0.307, 'growth': 0.247, 'bn': 0.22, 'excellent': 0.192}"
738,"{'sister': 0.349, 'virginia': 0.281, 'spam': 0.249, 'mails': 0.244, 'prosecutors': 0.242}"
739,"{'labour': 0.331, 'milburn': 0.298, 'prescott': 0.26, 'brown': 0.22, 'poster': 0.19}"
740,"{'spam': 0.602, 'mails': 0.354, 'software': 0.213, 'security': 0.169, 'consumers': 0.138}"
741,"{'plants': 0.319, 'manufacturing': 0.257, 'europe': 0.246, 'affected': 0.231, 'separate': 0.221}"
742,"{'williams': 0.389, 'officials': 0.374, 'matt': 0.352, 'decisions': 0.334, 'match': 0.257}"
743,"{'gerrard': 0.368, 'champions': 0.336, 'liverpool': 0.306, 'league': 0.305, 'season': 0.27}"
744,"{'wal': 0.51, 'mart': 0.51, 'adverts': 0.244, 'article': 0.15, 'newspapers': 0.142}"
745,"{'china': 0.48, 'economy': 0.225, 'growth': 0.214, 'industrial': 0.166, 'faster': 0.153}"
746,"{'china': 0.531, 'air': 0.4, 'lse': 0.283, 'listing': 0.259, 'london': 0.226}"
747,"{'suppliers': 0.353, 'charges': 0.309, 'nine': 0.243, 'food': 0.212, 'retailer': 0.179}"
748,"{'broadcasters': 0.376, 'televised': 0.341, 'lord': 0.292, 'debate': 0.251, 'prime': 0.204}"
749,"{'el': 0.482, 'cross': 0.414, 'champion': 0.33, 'bekele': 0.213, 'olympic': 0.207}"
750,"{'card': 0.509, 'bank': 0.245, 'central': 0.207, 'spending': 0.185, 'economy': 0.169}"
751,"{'simonetti': 0.463, 'delta': 0.406, 'fictional': 0.275, 'airline': 0.249, 'ms': 0.229}"
752,"{'fbi': 0.432, 'fraud': 0.368, 'stock': 0.197, 'convicted': 0.174, 'information': 0.169}"
753,"{'kirwan': 0.406, 'england': 0.384, 'defeats': 0.28, 'italy': 0.192, 'kaplan': 0.192}"
754,"{'mubanga': 0.683, 'guantanamo': 0.375, 'camp': 0.163, 'detainees': 0.15, 'passport': 0.15}"
755,"{'yukos': 0.524, 'russian': 0.306, 'bankruptcy': 0.229, 'russia': 0.223, 'auction': 0.202}"
756,"{'skype': 0.646, 'users': 0.355, 'hotspots': 0.263, 'calls': 0.253, 'net': 0.208}"
757,"{'mci': 0.605, 'qwest': 0.471, 'verizon': 0.399, 'offer': 0.155, 'worldcom': 0.131}"
758,"{'greek': 0.319, 'kenteris': 0.273, 'tribunal': 0.273, 'tests': 0.23, 'thanou': 0.205}"
759,"{'fiat': 0.808, 'gm': 0.432, 'bn': 0.123, 'stake': 0.1, 'euros': 0.095}"
760,"{'kilroy': 0.542, 'silk': 0.52, 'clothes': 0.155, 'party': 0.147, 'police': 0.144}"
761,"{'film': 0.589, 'documentary': 0.284, 'moore': 0.214, 'films': 0.204, 'category': 0.169}"
762,"{'bellamy': 0.718, 'souness': 0.262, 'celtic': 0.234, 'birmingham': 0.201, 'loan': 0.146}"
763,"{'glazer': 0.718, 'united': 0.305, 'proposal': 0.254, 'club': 0.246, 'shareholders': 0.12}"
764,"{'blunkett': 0.599, 'quinn': 0.248, 'visa': 0.212, 'love': 0.202, 'job': 0.183}"
765,"{'lufthansa': 0.695, 'euros': 0.362, 'airline': 0.205, 'profit': 0.176, 'profits': 0.171}"
766,"{'charity': 0.454, 'sweet': 0.269, 'chicago': 0.256, 'starred': 0.248, 'performances': 0.225}"
767,"{'boerse': 0.553, 'deutsche': 0.452, 'tci': 0.367, 'lse': 0.316, 'shareholder': 0.165}"
768,"{'marsh': 0.583, 'insurer': 0.281, 'cuts': 0.145, 'spitzer': 0.143, 'cents': 0.131}"
769,"{'gm': 0.77, 'bn': 0.219, 'profits': 0.213, 'losses': 0.182, 'quarter': 0.179}"
770,"{'scrum': 0.407, 'jones': 0.331, 'france': 0.321, 'forwards': 0.283, 'front': 0.251}"
771,"{'trial': 0.29, 'terror': 0.286, 'suspects': 0.258, 'house': 0.207, 'secretary': 0.199}"
772,"{'sundance': 0.616, 'festival': 0.227, 'suddenly': 0.194, 'film': 0.186, 'independent': 0.144}"
773,"{'burnley': 0.472, 'rovers': 0.368, 'round': 0.293, 'blackburn': 0.266, 'league': 0.182}"
774,"{'immigration': 0.522, 'independent': 0.469, 'body': 0.267, 'watch': 0.216, 'accurate': 0.184}"
775,"{'chepkemei': 0.571, 'race': 0.346, 'london': 0.255, 'marathon': 0.246, 'camp': 0.209}"
776,"{'workers': 0.368, 'pension': 0.319, 'prescott': 0.271, 'unions': 0.252, 'choice': 0.235}"
777,"{'fraud': 0.69, 'eu': 0.468, 'reporting': 0.154, 'worth': 0.145, 'funds': 0.123}"
778,"{'ministry': 0.295, 'korea': 0.281, 'economy': 0.238, 'construction': 0.23, 'south': 0.199}"
779,"{'cuba': 0.763, 'tax': 0.229, 'measure': 0.179, 'economic': 0.164, 'economy': 0.163}"
780,"{'irish': 0.39, 'wasps': 0.377, 'van': 0.259, 'hart': 0.231, 'try': 0.186}"
781,"{'digital': 0.294, 'content': 0.279, 'drm': 0.27, 'media': 0.234, 'commission': 0.218}"
782,"{'bollywood': 0.574, 'indian': 0.25, 'film': 0.243, 'stars': 0.217, 'actors': 0.169}"
783,"{'cardiff': 0.336, 'west': 0.335, 'ham': 0.323, 'roberts': 0.313, 'giggs': 0.265}"
784,"{'viacom': 0.79, 'stern': 0.226, 'fine': 0.219, 'paid': 0.134, 'investigations': 0.132}"
785,"{'argentina': 0.392, 'creditors': 0.321, 'crisis': 0.273, 'argentine': 0.212, 'imf': 0.156}"
786,"{'unemployment': 0.326, 'jobless': 0.326, 'german': 0.282, 'rate': 0.255, 'schroeder': 0.214}"
787,"{'lse': 0.538, 'boerse': 0.359, 'deutsche': 0.293, 'euronext': 0.239, 'bid': 0.221}"
788,"{'virus': 0.67, 'mail': 0.364, 'infected': 0.292, 'christmas': 0.226, 'anti': 0.155}"
789,"{'dragons': 0.405, 'blues': 0.36, 'ospreys': 0.357, 'williams': 0.281, 'shanklin': 0.255}"
790,"{'text': 0.354, 'billion': 0.352, 'mda': 0.346, 'mobiles': 0.25, 'mobile': 0.249}"
791,"{'britain': 0.425, 'howard': 0.305, 'blair': 0.19, 'tackle': 0.182, 'wrong': 0.162}"
792,"{'cabir': 0.686, 'phone': 0.323, 'bluetooth': 0.237, 'range': 0.182, 'virus': 0.181}"
793,"{'technologies': 0.401, 'cea': 0.295, 'watch': 0.196, 'video': 0.195, 'devices': 0.191}"
794,"{'players': 0.481, 'mp': 0.419, 'survey': 0.23, 'americans': 0.207, 'aged': 0.193}"
795,"{'chelsea': 0.479, 'blues': 0.22, 'milan': 0.218, 'barcelona': 0.217, 'leg': 0.208}"
796,"{'service': 0.488, 'broadband': 0.412, 'exchanges': 0.21, 'telephone': 0.174, 'video': 0.17}"
797,"{'school': 0.373, 'satellite': 0.316, 'students': 0.288, 'project': 0.265, 'base': 0.226}"
798,"{'adams': 0.428, 'guide': 0.398, 'voice': 0.234, 'film': 0.218, 'book': 0.213}"
799,"{'hollywood': 0.508, 'star': 0.331, 'producer': 0.263, 'wars': 0.221, 'fame': 0.221}"
800,"{'net': 0.401, 'security': 0.339, 'programs': 0.303, 'women': 0.217, 'spyware': 0.206}"
801,"{'gara': 0.345, 'ireland': 0.33, 'england': 0.326, 'hodgson': 0.277, 'kick': 0.17}"
802,"{'composer': 0.437, 'german': 0.296, 'wedding': 0.281, 'score': 0.229, 'musical': 0.228}"
803,"{'employers': 0.283, 'data': 0.278, 'system': 0.251, 'software': 0.239, 'privacy': 0.214}"
804,"{'yachvili': 0.436, 'france': 0.356, 'england': 0.327, 'half': 0.309, 'twickenham': 0.28}"
805,"{'safin': 0.521, 'grand': 0.29, 'wimbledon': 0.219, 'didn': 0.214, 'slam': 0.197}"
806,"{'china': 0.482, 'credit': 0.243, 'rapid': 0.203, 'expansion': 0.199, 'growth': 0.188}"
807,"{'festival': 0.425, 'sundance': 0.289, 'prize': 0.277, 'war': 0.251, 'film': 0.245}"
808,"{'spyware': 0.59, 'microsoft': 0.395, 'programs': 0.298, 'windows': 0.245, 'users': 0.145}"
809,"{'crude': 0.35, 'oil': 0.325, 'stocks': 0.295, 'winter': 0.266, 'prices': 0.226}"
810,"{'ronaldo': 0.483, 'contract': 0.367, 'club': 0.289, 'united': 0.287, 'future': 0.165}"
811,"{'bp': 0.604, 'oil': 0.383, 'profits': 0.317, 'price': 0.238, 'lord': 0.225}"
812,"{'ukip': 0.452, 'party': 0.368, 'hockney': 0.343, 'veritas': 0.323, 'seats': 0.25}"
813,"{'deficit': 0.515, 'bn': 0.338, 'budget': 0.303, 'military': 0.281, 'fiscal': 0.202}"
814,"{'aid': 0.413, 'band': 0.35, 'single': 0.261, 'song': 0.244, 'christmas': 0.23}"
815,"{'games': 0.44, 'titles': 0.277, 'copies': 0.235, 'sold': 0.182, 'released': 0.18}"
816,"{'rupees': 0.394, 'tax': 0.305, 'india': 0.287, 'bn': 0.283, 'budget': 0.255}"
817,"{'bill': 0.483, 'lords': 0.345, 'clarke': 0.303, 'house': 0.252, 'arrest': 0.213}"
818,"{'euros': 0.455, 'sued': 0.331, 'parmalat': 0.28, 'bn': 0.176, 'legal': 0.146}"
819,"{'mobile': 0.542, 'india': 0.473, 'gaming': 0.288, 'subscribers': 0.176, 'operators': 0.16}"
820,"{'davenport': 0.377, 'myskina': 0.313, 'hantuchova': 0.302, 'williams': 0.267, 'martinez': 0.208}"
821,"{'israel': 0.308, 'stake': 0.276, 'israeli': 0.261, 'network': 0.224, 'deal': 0.186}"
822,"{'depp': 0.622, 'film': 0.276, 'role': 0.198, 'played': 0.191, 'children': 0.146}"
823,"{'casinos': 0.214, 'rock': 0.206, 'unit': 0.202, 'film': 0.199, 'hotels': 0.19}"
824,"{'prime': 0.381, 'minister': 0.32, 'tories': 0.313, 'politics': 0.241, 'playing': 0.223}"
825,"{'kaplan': 0.355, 'daily': 0.248, 'rugby': 0.241, 'england': 0.236, 'mail': 0.235}"
826,"{'jackson': 0.531, 'trial': 0.271, 'santa': 0.244, 'mother': 0.2, 'lawyers': 0.193}"
827,"{'brown': 0.378, 'labour': 0.361, 'blair': 0.245, 'election': 0.232, 'manifesto': 0.21}"
828,"{'united': 0.299, 'ferguson': 0.261, 'rooney': 0.213, 'manchester': 0.211, 'sell': 0.206}"
829,"{'mercedes': 0.561, 'sales': 0.35, 'daimlerchrysler': 0.322, 'smart': 0.284, 'units': 0.195}"
830,"{'henry': 0.413, 'arsenal': 0.395, 'gudjohnsen': 0.333, 'chelsea': 0.282, 'lampard': 0.233}"
831,"{'muslims': 0.584, 'muslim': 0.387, 'labour': 0.295, 'vote': 0.214, 'war': 0.175}"
832,"{'sports': 0.503, 'school': 0.322, 'schools': 0.275, 'children': 0.232, 'clubs': 0.23}"
833,"{'mutu': 0.647, 'chelsea': 0.263, 'wenger': 0.262, 'sacked': 0.167, 'served': 0.155}"
834,"{'film': 0.467, 'baghdad': 0.367, 'festival': 0.284, 'blogger': 0.268, 'gogh': 0.207}"
835,"{'girls': 0.385, 'guitarist': 0.265, 'sued': 0.238, 'claiming': 0.198, 'ex': 0.19}"
836,"{'tsunami': 0.436, 'bn': 0.279, 'rebuilding': 0.221, 'indonesia': 0.217, 'monday': 0.205}"
837,"{'firms': 0.444, 'listings': 0.384, 'sec': 0.284, 'act': 0.217, 'foreign': 0.203}"
838,"{'spain': 0.428, 'aragones': 0.426, 'racism': 0.293, 'federation': 0.234, 'comments': 0.19}"
839,"{'consumers': 0.355, 'systems': 0.344, 'firms': 0.29, 'drm': 0.261, 'content': 0.194}"
840,"{'valve': 0.494, 'steam': 0.396, 'copies': 0.295, 'life': 0.223, 'half': 0.21}"
841,"{'france': 0.421, 'injury': 0.262, 'wales': 0.261, 'slam': 0.243, 'grand': 0.215}"
842,"{'contest': 0.481, 'denmark': 0.248, 'broadcasting': 0.218, 'anniversary': 0.21, 'song': 0.178}"
843,"{'terrestrial': 0.317, 'tv': 0.307, 'digital': 0.298, 'channels': 0.226, 'air': 0.221}"
844,"{'cell': 0.602, 'technology': 0.273, 'processor': 0.253, 'sony': 0.213, 'computer': 0.155}"
845,"{'unemployment': 0.434, 'rate': 0.339, 'december': 0.299, 'brazil': 0.253, 'jobless': 0.193}"
846,"{'hantuchova': 0.52, 'nervous': 0.336, 'cup': 0.225, 'stages': 0.218, 'singles': 0.2}"
847,"{'freeview': 0.562, 'digital': 0.219, 'parliament': 0.201, 'scrutiny': 0.198, 'committee': 0.194}"
848,"{'andreas': 0.33, 'xbox': 0.323, 'sales': 0.318, 'ps': 0.26, 'san': 0.256}"
849,"{'wasps': 0.442, 'leicester': 0.37, 'tigers': 0.249, 'van': 0.19, 'dallaglio': 0.152}"
850,"{'britain': 0.381, 'russia': 0.303, 'race': 0.271, 'fourth': 0.212, 'victory': 0.208}"
851,"{'japan': 0.607, 'japanese': 0.229, 'wood': 0.149, 'workforce': 0.144, 'gdp': 0.133}"
852,"{'tour': 0.434, 'prince': 0.375, 'album': 0.306, 'elton': 0.222, 'list': 0.198}"
853,"{'ons': 0.37, 'recession': 0.226, 'quarter': 0.183, 'economist': 0.179, 'economy': 0.176}"
854,"{'glazer': 0.673, 'united': 0.323, 'club': 0.25, 'manchester': 0.205, 'bid': 0.188}"
855,"{'japan': 0.352, 'financial': 0.302, 'shares': 0.242, 'discussions': 0.228, 'link': 0.213}"
856,"{'surprise': 0.286, 'favourite': 0.263, 'bookmakers': 0.258, 'edwards': 0.239, 'odds': 0.234}"
857,"{'michalak': 0.525, 'laporte': 0.248, 'france': 0.235, 'french': 0.212, 'ireland': 0.204}"
858,"{'british': 0.276, 'arnold': 0.22, 'oscar': 0.204, 'leigh': 0.193, 'nominees': 0.19}"
859,"{'phones': 0.466, 'mobile': 0.452, 'handsets': 0.308, 'phone': 0.296, 'forum': 0.209}"
860,"{'text': 0.549, 'mda': 0.358, 'messages': 0.306, 'sent': 0.208, 'party': 0.174}"
861,"{'power': 0.464, 'laptop': 0.303, 'laptops': 0.294, 'battery': 0.291, 'energy': 0.263}"
862,"{'turkey': 0.55, 'eu': 0.41, 'blair': 0.217, 'talks': 0.189, 'turkish': 0.187}"
863,"{'online': 0.476, 'communities': 0.374, 'public': 0.23, 'commons': 0.223, 'debate': 0.192}"
864,"{'security': 0.344, 'service': 0.327, 'safe': 0.201, 'virus': 0.196, 'software': 0.193}"
865,"{'urban': 0.643, 'music': 0.489, 'joss': 0.274, 'black': 0.227, 'stone': 0.212}"
866,"{'award': 0.426, 'soap': 0.276, 'bank': 0.238, 'south': 0.229, 'awards': 0.184}"
867,"{'sprinters': 0.437, 'johnson': 0.341, 'british': 0.264, 'britain': 0.224, 'pride': 0.216}"
868,"{'robinson': 0.409, 'stevens': 0.255, 'moody': 0.243, 've': 0.19, 'bench': 0.157}"
869,"{'constitution': 0.494, 'question': 0.323, 'referendum': 0.305, 'poll': 0.267, 'vote': 0.252}"
870,"{'bn': 0.374, 'deal': 0.366, 'department': 0.3, 'stores': 0.298, 'retail': 0.208}"
871,"{'effects': 0.341, 'dvd': 0.326, 'films': 0.254, 'gray': 0.227, 'rule': 0.221}"
872,"{'rooney': 0.463, 'ronaldo': 0.341, 'exeter': 0.271, 'jones': 0.242, 'scholes': 0.213}"
873,"{'bnp': 0.661, 'immigration': 0.29, 'tories': 0.246, 'howard': 0.191, 'rejected': 0.167}"
874,"{'gervais': 0.746, 'jackson': 0.203, 'extras': 0.159, 'stars': 0.158, 'actors': 0.137}"
875,"{'sun': 0.611, 'grid': 0.41, 'computing': 0.406, 'hour': 0.22, 'capacity': 0.142}"
876,"{'animal': 0.531, 'animals': 0.409, 'bill': 0.291, 'committee': 0.252, 'draft': 0.233}"
877,"{'nintendo': 0.516, 'ds': 0.461, 'psp': 0.248, 'launch': 0.233, 'handheld': 0.228}"
878,"{'bt': 0.483, 'mbps': 0.302, 'services': 0.257, 'service': 0.249, 'retail': 0.225}"
879,"{'singapore': 0.537, 'growth': 0.286, 'quarter': 0.25, 'economy': 0.24, 'fourth': 0.201}"
880,"{'magic': 0.396, 'children': 0.25, 'screen': 0.236, 'remake': 0.188, 'movie': 0.182}"
881,"{'mock': 0.54, 'elections': 0.358, 'olds': 0.266, 'electoral': 0.242, 'commission': 0.183}"
882,"{'sri': 0.268, 'bloggers': 0.26, 'blogger': 0.231, 'blog': 0.223, 'blogs': 0.218}"
883,"{'brown': 0.494, 'blair': 0.38, 'labour': 0.191, 'election': 0.163, 'gordon': 0.155}"
884,"{'merger': 0.455, 'unions': 0.452, 'union': 0.241, 'meetings': 0.227, 'super': 0.206}"
885,"{'madrid': 0.254, 'move': 0.245, 'spent': 0.217, 'fans': 0.205, 'denmark': 0.171}"
886,"{'chancellor': 0.263, 'brown': 0.255, 'stability': 0.207, 'optimistic': 0.197, 'blair': 0.186}"
887,"{'hunting': 0.545, 'hunt': 0.378, 'hunts': 0.317, 'law': 0.3, 'dogs': 0.167}"
888,"{'plane': 0.292, 'claim': 0.28, 'killed': 0.239, 'records': 0.225, 'singer': 0.201}"
889,"{'vodafone': 0.502, 'mobile': 0.388, 'phones': 0.272, 'mobiles': 0.243, 'phone': 0.238}"
890,"{'williams': 0.302, 'henson': 0.295, 'wales': 0.242, 'jones': 0.214, 'shane': 0.201}"
891,"{'sites': 0.494, 'councils': 0.494, 'communities': 0.207, 'powers': 0.188, 'cooper': 0.171}"
892,"{'rangers': 0.481, 'celtic': 0.406, 'douglas': 0.3, 'bellamy': 0.292, 'goalkeeper': 0.212}"
893,"{'iron': 0.487, 'reading': 0.48, 'headline': 0.277, 'leeds': 0.265, 'event': 0.184}"
894,"{'balls': 0.453, 'brown': 0.308, 'election': 0.302, 'stability': 0.237, 'chancellor': 0.227}"
895,"{'jp': 0.54, 'morgan': 0.429, 'bank': 0.387, 'citizens': 0.299, 'history': 0.184}"
896,"{'marsh': 0.69, 'insurance': 0.236, 'spitzer': 0.225, 'sec': 0.204, 'transactions': 0.196}"
897,"{'students': 0.662, 'lib': 0.276, 'fees': 0.216, 'university': 0.18, 'vote': 0.169}"
898,"{'ferguson': 0.36, 'giggs': 0.303, 'villa': 0.285, 'roy': 0.266, 'tremendous': 0.264}"
899,"{'scottish': 0.45, 'rugby': 0.356, 'days': 0.265, 'national': 0.21, 'williams': 0.209}"
900,"{'kenteris': 0.616, 'crash': 0.286, 'greek': 0.216, 'hospital': 0.207, 'olympics': 0.194}"
901,"{'eastwood': 0.324, 'aviator': 0.233, 'ray': 0.228, 'scorsese': 0.201, 'baby': 0.179}"
902,"{'tv': 0.381, 'services': 0.324, 'mobiles': 0.293, 'mobile': 0.292, 'broadcasting': 0.247}"
903,"{'telewest': 0.467, 'sky': 0.398, 'plus': 0.273, 'subscribers': 0.241, 'programmes': 0.21}"
904,"{'marsh': 0.594, 'spitzer': 0.333, 'insurance': 0.262, 'clients': 0.213, 'bids': 0.21}"
905,"{'bets': 0.509, 'brother': 0.351, 'sensitive': 0.236, 'adams': 0.211, 'information': 0.197}"
906,"{'cup': 0.367, 'italy': 0.355, 'republic': 0.352, 'china': 0.346, 'kerr': 0.209}"
907,"{'butler': 0.624, 'lord': 0.43, 'cabinet': 0.213, 'blair': 0.165, 'intelligence': 0.123}"
908,"{'library': 0.738, 'visitors': 0.227, 'wireless': 0.221, 'study': 0.171, 'british': 0.168}"
909,"{'marketing': 0.412, 'tps': 0.374, 'calls': 0.33, 'parties': 0.256, 'telephone': 0.218}"
910,"{'festival': 0.489, 'smith': 0.343, 'singer': 0.207, 'june': 0.207, 'star': 0.17}"
911,"{'site': 0.485, 'dec': 0.345, 'mail': 0.273, 'tsunami': 0.256, 'fake': 0.175}"
912,"{'hd': 0.603, 'hdtv': 0.447, 'tv': 0.219, 'displays': 0.15, 'display': 0.15}"
913,"{'chinese': 0.414, 'police': 0.258, 'detained': 0.242, 'scandal': 0.217, 'executives': 0.206}"
914,"{'quarter': 0.436, 'gdp': 0.281, 'rate': 0.262, 'figure': 0.217, 'annual': 0.2}"
915,"{'vieira': 0.564, 'neville': 0.455, 'gary': 0.241, 'keane': 0.199, 'patrick': 0.199}"
916,"{'enron': 0.546, 'settlement': 0.321, 'directors': 0.31, 'collapse': 0.202, 'deal': 0.158}"
917,"{'rating': 0.345, 'russia': 0.336, 'russian': 0.263, 'debt': 0.252, 'investment': 0.168}"
918,"{'light': 0.481, 'silicon': 0.481, 'laser': 0.396, 'intel': 0.255, 'dr': 0.215}"
919,"{'referendum': 0.58, 'cost': 0.389, 'constitution': 0.322, 'election': 0.19, 'revealed': 0.156}"
920,"{'nominees': 0.373, 'box': 0.339, 'office': 0.273, 'awards': 0.211, 'academy': 0.194}"
921,"{'french': 0.431, 'bn': 0.265, 'airbus': 0.224, 'budget': 0.214, 'head': 0.192}"
922,"{'aston': 0.715, 'bez': 0.358, 'car': 0.347, 'cars': 0.135, 'martin': 0.105}"
923,"{'yukos': 0.599, 'deutsche': 0.287, 'bankruptcy': 0.262, 'yuganskneftegas': 0.244, 'bank': 0.237}"
924,"{'india': 0.447, 'air': 0.301, 'airports': 0.216, 'domestic': 0.216, 'airways': 0.213}"
925,"{'glazer': 0.546, 'club': 0.305, 'manchester': 0.285, 'united': 0.242, 'board': 0.198}"
926,"{'windows': 0.393, 'security': 0.344, 'software': 0.284, 'microsoft': 0.283, 'pcs': 0.256}"
927,"{'england': 0.475, 'captain': 0.355, 'wilkinson': 0.259, 'cup': 0.211, 'lawrence': 0.203}"
928,"{'campaign': 0.43, 'east': 0.334, 'north': 0.327, 'assembly': 0.313, 'yes': 0.241}"
929,"{'gamers': 0.448, 'games': 0.425, 'titles': 0.271, 'gaming': 0.226, 'panel': 0.19}"
930,"{'apple': 0.601, 'journalists': 0.312, 'sources': 0.304, 'reporters': 0.241, 'information': 0.206}"
931,"{'ireland': 0.38, 'irish': 0.373, 'growth': 0.328, 'shares': 0.268, 'economic': 0.198}"
932,"{'period': 0.252, 'reported': 0.241, 'quarter': 0.229, 'growth': 0.21, 'strong': 0.21}"
933,"{'fiction': 0.323, 'guardian': 0.313, 'book': 0.302, 'science': 0.278, 'shortlist': 0.209}"
934,"{'unions': 0.395, 'choice': 0.294, 'workers': 0.264, 'pension': 0.24, 'correspondent': 0.228}"
935,"{'festival': 0.641, 'park': 0.331, 'brothers': 0.26, 'essex': 0.197, 'august': 0.191}"
936,"{'wales': 0.302, 'luscombe': 0.265, 'parker': 0.235, 'robin': 0.221, 'fitness': 0.219}"
937,"{'wars': 0.381, 'star': 0.228, 'noise': 0.17, 'gameplay': 0.168, 'feel': 0.153}"
938,"{'umaga': 0.501, 'lions': 0.428, 'hemisphere': 0.188, 'driscoll': 0.169, 'woodward': 0.165}"
939,"{'dame': 0.48, 'poppins': 0.325, 'musical': 0.301, 'theatre': 0.227, 'kelly': 0.217}"
940,"{'spurs': 0.465, 'dutch': 0.401, 'coach': 0.346, 'league': 0.152, 'boss': 0.145}"
941,"{'mobile': 0.346, 'texas': 0.314, 'phones': 0.292, 'chip': 0.284, 'chips': 0.256}"
942,"{'race': 0.406, 'ethiopia': 0.38, 'butler': 0.364, 'cross': 0.255, 'km': 0.23}"
943,"{'agreements': 0.348, 'warned': 0.271, 'accounts': 0.258, 'errors': 0.221, 'shares': 0.217}"
944,"{'barcelona': 0.44, 'mourinho': 0.371, 'chelsea': 0.219, 'champions': 0.217, 'mine': 0.201}"
945,"{'police': 0.282, 'guantanamo': 0.274, 'evidence': 0.219, 'station': 0.21, 'mubanga': 0.194}"
946,"{'police': 0.507, 'policing': 0.464, 'authorities': 0.223, 'elected': 0.211, 'plans': 0.191}"
947,"{'score': 0.319, 'musical': 0.317, 'richards': 0.291, 'grace': 0.266, 'wrote': 0.211}"
948,"{'insurance': 0.477, 'saudi': 0.475, 'arabia': 0.398, 'shares': 0.285, 'boost': 0.177}"
949,"{'gerrard': 0.451, 'liverpool': 0.437, 'parry': 0.349, 'steven': 0.204, 'reds': 0.163}"
950,"{'roma': 0.689, 'asylum': 0.266, 'immigration': 0.19, 'entry': 0.167, 'passengers': 0.144}"
951,"{'smith': 0.492, 'csa': 0.344, 'departure': 0.277, 'pensions': 0.248, 'committee': 0.199}"
952,"{'premier': 0.382, 'arsenal': 0.341, 'cole': 0.327, 'league': 0.292, 'chelsea': 0.26}"
953,"{'sundance': 0.424, 'festival': 0.39, 'comedy': 0.21, 'keanu': 0.202, 'reeves': 0.199}"
954,"{'aid': 0.417, 'poverty': 0.351, 'rich': 0.246, 'countries': 0.213, 'nations': 0.169}"
955,"{'oil': 0.409, 'iran': 0.375, 'india': 0.338, 'ongc': 0.272, 'gas': 0.261}"
956,"{'hop': 0.425, 'millan': 0.411, 'hip': 0.409, 'spanish': 0.376, 'rap': 0.28}"
957,"{'bath': 0.552, 'williams': 0.428, 'ospreys': 0.211, 'scrum': 0.178, 'welsh': 0.168}"
958,"{'economy': 0.419, 'recession': 0.359, 'japan': 0.249, 'growth': 0.199, 'gdp': 0.197}"
959,"{'housing': 0.447, 'mortgage': 0.396, 'grow': 0.2, 'recent': 0.19, 'buy': 0.166}"
960,"{'fed': 0.413, 'rates': 0.315, 'markets': 0.266, 'dollar': 0.254, 'pushed': 0.225}"
961,"{'actress': 0.281, 'film': 0.276, 'carpet': 0.261, 'british': 0.191, 'red': 0.19}"
962,"{'music': 0.452, 'industry': 0.309, 'piracy': 0.283, 'germany': 0.269, 'copying': 0.267}"
963,"{'email': 0.384, 'spam': 0.327, 'systems': 0.266, 'mail': 0.259, 'mails': 0.241}"
964,"{'san': 0.38, 'andreas': 0.367, 'games': 0.252, 'vehicle': 0.213, 'gameplay': 0.181}"
965,"{'index': 0.52, 'manufacturing': 0.437, 'survey': 0.237, 'december': 0.235, 'industrial': 0.178}"
966,"{'italy': 0.567, 'spending': 0.226, 'bankruptcy': 0.17, 'bn': 0.14, 'development': 0.137}"
967,"{'sydney': 0.367, 'mcdonald': 0.226, 'chase': 0.208, 'local': 0.2, 'violence': 0.193}"
